Category,Message
0,oh brand
0,sorry cant take call right happens r 2waxsto wat want come ill get medical insurance able deliver basic care currently shopping right medical insurance give til friday morning thats see major person guide right insurance
0,time coming
0,call say coming today ok tell fool like ok
0,emailed yifeng part oredi ü get fr
0,r u sure understand wine good idea slurp
0,minimum walk 3miles day
0,ok problem get taxi c ing tomorrow tuesday tuesday think r going cinema
0,brainless baby doll vehicle sariyag drive madoke barolla
0,run away frm u walk slowly amp kills u care enough stop
1,sorry missed call let talk time 07090201529
0,please attend phone
0,hate call didnt accept even single call mine even messaged
0,messages phone holding
0,free
0,yo trip got postponed still stocked
0,sorry call later
0,waiting call sir
0,hey reply pa
0,hey elaine today meeting still
0,sorry gone place tomorrow really sorry
0,tiime let hug break tears
0,tomorrow going theatre come wherever u call tell come tomorrow
0,electricity went fml
0,looks like found something smoke great job
0,also andros ice etc etc
0,
0,good afternon love today hope good maybe interviews wake miss babe passionate kiss across sea
0,yup wun believe wat u really neva c e msg sent shuhui
0,hows watch resizing
0,dear umma called
0,finished missing plenty
1,complimentary 4 star ibiza holiday 10 000 cash needs urgent collection 09066364349 landline lose box434sk38wp150ppm18
0,well meant opposed drunken night
0,k must book huh going yoga basic sunday
1,free msg billed mobile number mistake shortcode 83332 please call 08081263000 charges refunded call free bt landline
0,ok
0,oops mum somerset bit far back tomo see soon x
0,u workin overtime nigpun
0,kallis dismissial 2nd test
0,guess got screwd
1,please call 08712402972 immediately urgent message waiting
0,meeting call later
0,r u cooking dinner
0,ok thanx
0,bull plan go floating ikea without care world live mess another day
0,buy
1,urgent mobile number awarded 2000 bonus caller prize call 09058095201 land line valid 12hrs
0,heehee funny tho
0,simple arithmetic percentages
0,yeah leave hour least 4 sound
1,valued customer pleased advise following recent review mob awarded 1500 bonus prize call 09066364589
0,thanks honey great day
0,amazing quote sometimes life difficult decide whats wrong lie brings smile truth brings tear
0,good night dear sleepwell amp take care
0,ü ask dad pick ü lar ü wan 2 stay 6 meh
0,jus chillaxin
0,hey das cool iknow 2 wellda peril studentfinancial crisis spk 2 u l8r
0,beautiful truth gravity read carefully heart feels light someone feels heavy someone leaves goodmorning
1,want new nokia 3510i colour phone deliveredtomorrow 300 free minutes mobile 100 free texts free camcorder reply call 08000930705
0,whats coming hill monster hope great day things r going fine busy though
0,joy father john john ____ joy father u ans ths hav lt gt iq tis ias question try answer
0,ill obey
0,didnt search online let know
0,need go get
0,pic please send
0,remains bro amongst bros
0,uhhhhrmm isnt tb test bad youre sick
0,haf enuff space got like 4 mb
1,life never much fun great came made truly special forget enjoy one gbp sms
1,want new video phone 600 anytime network mins 400 inclusive video calls downloads 5 per week free deltomorrow call 08002888812 reply
1,valued customer pleased advise following recent review mob awarded 1500 bonus prize call 09066368470
1,welcome please reply age gender begin e g 24m
1,freemsg 1 month unlimited free calls activate smartcall txt call 68866 subscriptn3gbp wk unlimited calls help 08448714184 stop txt stop landlineonly
1,mobile 10 mths update latest orange camera video phones free save free texts weekend calls text yes callback orno opt
1,new 2 club dont fink met yet b gr8 2 c u please leave msg 2day wiv ur area 09099726553 reply promised carlie x calls 1 minmobsmore lkpobox177hp51fl
0,true easier
0,sure since parents working tuesday really need cover story
0,haha okay today weekend leh
0,hi darlin youphone im athome youwanna chat
0,know jack shit anything say ask something helpful want pretend text whatever response hypotheticalhuagauahahuagahyuhagga
0,always brainy one
0,yeah get random dude need change info sheets party lt gt 7 never study safe
1,camera awarded sipix digital camera call 09061221066 fromm landline delivery within 28 days
0,christmas occasion celebrated reflection ur values desires affections amp traditions ideal christmas
0,sending greetings joy happiness gr8 evening
0,hi darlin cantdo anythingtomorrow myparents aretaking outfor meal u free katexxx
0,india win level series means record
0,plan
0,good hear
0,awesome deal gate charles told last night uh yeah
0,time thinkin goin
1,get free mobile video player free movie collect text go 89105 free extra films ordered c apply 18 yrs
1,save money wedding lingerie www bridal petticoatdreams co uk choose superb selection national delivery brought weddingfriend
0,board working fine issue overheating also reslove still software inst pending come around 8 clock
0,yes care cause know
0,wiskey brandy rum gin beer vodka scotch shampain wine kudi yarasu dhina vaazhthukkal
0,mon okie lor haha best cheap n gd food la ex oso okie depends whether wana eat western chinese food den u prefer
0,sitting ard nothing lor u leh busy w work
0,lt gt k oh send home sale
0,sorry mail
0,ya telling abt tht incident
0,yes outside like 2 hours called whole family wake cause started 1
0,ugh got outta class
0,nowadays people notixiquating laxinorficated opportunity bambling entropication ever oblisingately opted ur books masteriastering amplikater fidalfication champlaxigating think atrocious wotz ur opinion junna
0,dont file bag work called tell find anything room
0,need lar jus testing e phone card dunno network gd thk waiting 4 sis 2 finish bathing bathe dun disturb u liao u cleaning ur room
0,ok right later
0,friendship poem dear dear u r near hear dont get fear live cheer tear u r always dear gud ni8
0,lunch come quickly open door
1,heard u4 call night knickers make beg like u last time 01223585236 xx luv nikiyu4 net
0,back bit long cos accident a30 divert via wadebridge brilliant weekend thanks speak soon lots love
0,k yan jiu liao sat go 4 bugis vill one frm 10 3 den hop parco 4 nb sun go cine frm 1030 2 den hop orc mrt 4 hip hop 4
1,bloomberg message center 447797706009 wait apply future http careers bloomberg com
0,seeking lady street freak sheets
0,phone
0,haha figures well found piece priscilla bowl
0,actually fuck whatever find excuse tampa point january though
1,urgent trying contact u todays draw shows 800 prize guaranteed call 09050001808 land line claim m95 valid12hrs
0,yay finally lol missed cinema trip last week
0,day working day except saturday sunday
0,aathi dear
0,heart empty without love mind empty without wisdom eyes r empty without dreams amp life empty without frnds alwys touch good night amp sweet dreams
0,think waiting bus inform get ever get
0,getting back time soon
0,things quick question
0,night ended another day morning come special way may smile like sunny rays leaves worries blue blue bay gud mrng
0,probably come everybody done around lt gt right
0,got new year cos yetunde said wanted surprise didnt see money returned mid january lt gt day return period ended
0,ask around lot terms mids
0,sure check yahoo email sent photos yesterday
0,looking
0,wherre boytoy
1,want new video phone750 anytime network mins 150 text five pounds per week call 08000776320 reply delivery tomorrow
0,hello love goes day wish well fine babe hope find job prospects miss boytoy teasing kiss
0,tell bad character u dnt lik try change lt gt add tat 2 new year resolution waiting ur reply frank good morning
0,got rumour going buy apartment chennai
0,yeah probably earlier
0,change windows logoff sound
0,still checked da
0,also came room
0,huh got lesson 4 lei n thinkin going sch earlier n tot parkin kent vale
0,ok
0,reach office around lt decimal gt amp mobile problem cann get voice call asa free
0,cool text head
1,contacted dating service someone know find call land line 09050000878 pobox45w2tg150p
1,wan2 win meet greet westlife 4 u m8 currently tour 1 unbreakable 2 untamed 3 unkempt text 1 2 3 83049 cost 50p std text
0,happy birthday may u find ur prince charming soon n dun work hard
0,oh grand bit party mention cover charge probably first come first served
0,said went back bed sleep anything
0,hope arnt pissed id would really like see tomorrow love xxxxxxxxxxxxxx
1,dorothy kiefer com bank granite issues strong buy explosive pick members 300 nasdaq symbol cdgt 5 00 per
0,says lt gt year old man money last lt gt still waiting check
0,come ur home
0,free day finish 6 mon n thurs
0,food
0,life alle mone eppolum oru pole allalo
0,nite
0,two fundamentals cool life walk like king walk like dont care whoever king gud nyt
0,camera quite good 10 1mega pixels 3optical 5digital dooms lovely holiday safe hope hav good journey happy new year see couple weeks
0,hi petey noi ok wanted 2 chat coz avent spoken 2 u 4 long time hope ur doin alrite good nit js love ya x
0,saw ron burgundy captaining party boat yeah
0,serious money base
0,already one guy loving
0,staff placement training amrita college
0,always chat fact need money raise
0,job profile seems like bpo
0,well give cos said one nighters persevered found one cheap apologise advance somewhere sleep isnt
0,think actually talk call boss morning went place last year told could go get car fixed cheaper kept telling today much hoped would come back always regretted getting number etc
0,willing go apps class
0,hanging brother family
0,reach 9 telling dont know
0,hey going quit soon xuhui working till end month
0,im sorry bout last nite ur fault spouse pmt sumthin u 4give think u shldxxxx
0,try neva mate
0,yeah pretty much best case scenario
0,free today haf 2 pick parents tonite
0,hey babe far 2 spun 2 spk da mo dead 2 da wrld sleeping da sofa day cool nytho tx 4 fonin hon call 2mwen im bk frmcloud 9 j x
0,send naughty pix
1,1000 winner guaranteed caller prize final attempt contact claim call 09071517866 150ppmpobox10183bhamb64xe
1,xmas new years eve tickets sale club day 10am till 8pm thurs fri sat night week selling fast
0,tyler getting 8th leave long 9 get like hour
0,prepare pounded every night
0,actually mobile full msg work online need send lt gt sent msg wil explain u later
0,sorry call later
0,good evening
0,home please call
0,oic cos n sis got lunch today dad went dunno whether 2 eat sch wat
0,mmmmm sooooo good wake words morning love mmmm fuck love lion devouring kiss across sea
0,pleased inform application airtel broadband processed successfully installation happen within 3 days
